FREQUENT ITEMSET =====>  OCCORRENZE
('#viña2015', 'en', 'estar', 'girls', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'girls', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('10', '@matthunter123', 'feeling:', 'limit!', 'love', 'matt', 'words')  ========>  14
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
tweeted  ========>  8
('!!', '"2', '10', '@matthunter123', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'miles', 'u.')  ========>  13
('away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'person')  ========>  13
('(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
('(la', 'estar', 'girls', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('!!', '@matthunter123', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'knowing?', 'me?', 'person', '♥♥♥♥how')  ========>  13
('"2', '10', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', 'en', 'estar', 'girls', 'la', 'la):', 'merese')  ========>  18
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('#viña2015', '(la', 'en', 'girls', 'la', 'merese', '👉abraham')  ========>  18
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):')  ========>  18
('#viña2015', '(la', 'en', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('away?', 'know,', 'knowing?', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese')  ========>  18
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'matt')  ========>  14
('@justinbieber', 'away?', 'know,', 'love', 'miles', 'person', 'u.')  ========>  13
('!!', '10', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('!!', '@matthunter123', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('@justinbieber', 'follow', 'know,', 'knowing?', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('!!', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love', 'matt')  ========>  14
('(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('!!', '10', '@matthunter123', 'letters', 'limit!', 'love', 'words')  ========>  14
('!!', '10', 'feeling:', 'letters', 'love', 'matt', 'words')  ========>  14
('follow', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'girls', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('dreams,', 'follow', 'happy', 'https://t.co/1bds2lfusd', 'song!', 'support', 'yourself!')  ========>  25
('(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('away?', 'follow', 'knowing?', 'love', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#3', '#getgarytonoonooswedding', '@garybarlow', 'harassed', 'make', 'relentlessly', 'tweeted')  ========>  8
anymore  ========>  7
('away?', 'follow', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('"2', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('@justinbieber', 'know,', 'knowing?', 'love', 'me?', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'merese')  ========>  18
('away?', 'love', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'girls', 'la):', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'know,', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'person', '♥♥♥♥how')  ========>  13
('"2', '10', '@matthunter123', 'feeling:', 'letters', 'love', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('@justinbieber', 'know,', 'knowing?', 'love', 'me?', 'miles', 'person')  ========>  13
('"2', '@matthunter123', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'miles', 'u.')  ========>  13
('@justinbieber', 'know,', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('away?', 'know,', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', '@matthunter123', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la', 'mateo', '👉abraham')  ========>  18
('10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('en', 'estar', 'girls', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'know,', 'knowing?', 'love', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'estar', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'girls', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'limit!', 'love', 'words')  ========>  14
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'girls', 'la', 'merese')  ========>  18
('"2', '@matthunter123', 'feeling:', 'hunter".', 'love', 'matt', 'words')  ========>  14
('#viña2015', 'en', 'girls', 'la', 'la):', 'mateo', 'merese')  ========>  18
('2015', '@feriafitur', 'fitur', 'retweet', 'travelblogger', 'vote', 'world')  ========>  28
('@justinbieber', 'away?', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('estar', 'girls', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'letters', 'limit!', 'love')  ========>  14
('!!', '10', 'feeling:', 'hunter".', 'letters', 'matt', 'words')  ========>  14
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'words')  ========>  14
feeling  ========>  13
('#viña2015', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('!!', '"2', '10', '@matthunter123', 'hunter".', 'limit!', 'matt')  ========>  14
('@justinbieber', 'follow', 'know,', 'love', 'me?', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'estar', 'girls', 'la):', 'mateo', 'merese')  ========>  18
('#viña2015', 'en', 'girls', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
minutes  ========>  7
('!!', '"2', '10', '@matthunter123', 'letters', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'girls', 'la', 'la):', 'mateo', 'merese')  ========>  18
('@justinbieber', 'know,', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'know,', 'knowing?', 'person', 'u.', '♥♥♥♥how')  ========>  13
dream?😍  ========>  7
('away?', 'follow', 'know,', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'estar', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'knowing?', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('!!', '10', 'feeling:', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('away?', 'follow', 'knowing?', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '@matthunter123', 'hunter".', 'letters', 'limit!', 'love')  ========>  14
falling  ========>  8
('"2', '@matthunter123', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'knowing?', 'love', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'miles', '♥♥♥♥how')  ========>  13
('"2', '10', '@matthunter123', 'hunter".', 'love', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('@justinbieber', 'away?', 'know,', 'love', 'me?', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love', 'matt')  ========>  14
('away?', 'follow', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'know,', 'knowing?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'knowing?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('follow', 'know,', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('"2', '@matthunter123', 'feeling:', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'know,', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '@matthunter123', 'hunter".', 'letters', 'limit!', 'words')  ========>  14
('barometer', 'humidity', 'mm.', 'rain', 'today', 'wind', '°c.')  ========>  8
('!!', '"2', '10', '@matthunter123', 'hunter".', 'letters', 'love')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'limit!', 'matt')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'person', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'mateo', 'merese')  ========>  18
('away?', 'follow', 'know,', 'knowing?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'girls', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'knowing?', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('#viña2015', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'love', 'me?', 'miles', 'u.')  ========>  13
('away?', 'knowing?', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
promise  ========>  7
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('#viña2015', '(la', 'girls', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('2015', '@feriafitur', 'fitur', 'nelsoncarvalheiro', 'retweet', 'vote', 'world')  ========>  28
('follow', 'know,', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('(la', 'estar', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'girls', 'la', 'la):', '👉abraham')  ========>  18
('(la', 'girls', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('dreams,', 'follow', 'happy', 'https://t.co/1bds2lfusd', 'support', 'year,', 'yourself!')  ========>  25
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'love', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
biggest  ========>  9
('#viña2015', '(la', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'me?', 'u.')  ========>  13
('"2', '10', 'feeling:', 'letters', 'limit!', 'love', 'matt')  ========>  14
('(la', 'en', 'estar', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
madison  ========>  10
('#viña2015', '(la', 'en', 'estar', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'know,', 'me?', 'miles', 'person', 'u.')  ========>  13
('(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('(la', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('follow', 'knowing?', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'know,', 'love', 'me?', 'miles', 'person')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'me?', '♥♥♥♥how')  ========>  13
('!!', '"2', 'feeling:', 'letters', 'limit!', 'love', 'matt')  ========>  14
('follow', 'know,', 'knowing?', 'love', 'me?', 'miles', 'u.')  ========>  13
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'me?', 'person')  ========>  13
('!!', '"2', 'feeling:', 'letters', 'love', 'matt', 'words')  ========>  14
('"2', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'girls', 'mateo', 'merese')  ========>  18
('away?', 'follow', 'know,', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese')  ========>  18
('know,', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'letters', 'matt', 'words')  ========>  14
('"2', '10', '@matthunter123', 'hunter".', 'letters', 'matt', 'words')  ========>  14
excited  ========>  14
('(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('!!', '"2', '10', 'feeling:', 'hunter".', 'limit!', 'love')  ========>  14
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('#viña2015', 'en', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('!!', '@matthunter123', 'feeling:', 'letters', 'limit!', 'love', 'matt')  ========>  14
('@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('@justinbieber', 'follow', 'knowing?', 'love', 'me?', 'miles', 'u.')  ========>  13
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):')  ========>  18
('!!', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'words')  ========>  14
('@justinbieber', 'know,', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
realize  ========>  31
('#viña2015', 'en', 'estar', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'knowing?', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('away?', 'follow', 'know,', 'love', 'me?', 'person', 'u.')  ========>  13
('!!', '"2', 'feeling:', 'limit!', 'love', 'matt', 'words')  ========>  14
('follow', 'know,', 'knowing?', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'person', 'u.')  ========>  13
('10', '@matthunter123', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('know,', 'love', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'u.', '♥♥♥♥how')  ========>  13
('estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('10', '@matthunter123', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'me?', 'u.')  ========>  13
('away?', 'follow', 'knowing?', 'love', 'me?', 'person', 'u.')  ========>  13
('away?', 'follow', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese')  ========>  18
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'person')  ========>  13
('!!', '"2', '10', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('!!', '10', 'feeling:', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'knowing?', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('"2', '10', 'feeling:', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'matt')  ========>  14
('follow', 'know,', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('!!', '"2', '10', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
knowing?  ========>  12
('#viña2015', '(la', 'estar', 'girls', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('!!', '"2', '10', '@matthunter123', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'miles', 'person')  ========>  13
('dreams,', 'follow', 'happy', 'https://t.co/1bds2lfusd', 'song!', 'support', 'year,', 'yourself!')  ========>  25
('#viña2015', '(la', 'en', 'estar', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
birthday  ========>  55
('@justinbieber', 'away?', 'know,', 'knowing?', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'knowing?', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese')  ========>  18
👉abraham  ========>  17
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
('!!', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'miles')  ========>  13
('@justinbieber', 'away?', 'follow', 'knowing?', 'me?', 'miles', 'person', 'u.')  ========>  13
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'matt')  ========>  14
thursday  ========>  10
('en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'know,', 'knowing?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', 'feeling:', 'hunter".', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'girls', 'la):', 'mateo', '👉abraham')  ========>  18
('#viña2015', '(la', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
stealing  ========>  19
('!!', '"2', '10', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('"2', '10', '@matthunter123', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('(la', 'en', 'estar', 'girls', 'la', 'la):', 'mateo', 'merese')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'la', 'la):', 'mateo', 'merese')  ========>  18
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('!!', '"2', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('!!', '"2', '10', 'hunter".', 'letters', 'love', 'matt', 'words')  ========>  14
('away?', 'follow', 'love', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'person', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', '@matthunter123', 'feeling:', 'letters', 'limit!', 'love')  ========>  14
('!!', '"2', 'feeling:', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'me?', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'know,', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', 'feeling:', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'me?', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('@justinbieber', 'away?', 'know,', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'merese', '👉abraham')  ========>  18
('(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese')  ========>  18
('@justinbieber', 'follow', 'know,', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'miles', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('!!', '10', '@matthunter123', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('away?', 'know,', 'knowing?', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'girls', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'know,', 'love', 'me?', 'miles', 'person', 'u.')  ========>  13
('@justinbieber', 'follow', 'love', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
